Word,POS,Prefer
Kissinger,,D
Kisumu,,P
Kiushu,,kj'u:Su:
Klee,,D
knowles,,D
kolkhoz,,kQlk'O:z
Koroseal,,D
Kosygin,,k@s'i:gIn
Krakatoa,,kraka#t'aU
kraken,,P
kreutzer,,P
kreuzer,,kr'OIts@`
Kristiansand,,P
krone,,P
kronor,,kr'oUnO:r
Kuopio,,kw'oUpjoU
Kure,,k'u:rE
kuvasz,,P
Kuwaiti,,kUw'eIti:
kwakiutl,,P
Labe,,D
laboratory,,l'abr@tori:
labyrinthian,,P
labyrinthine,,lab@`r'InTIn
labyrinthitis,,P
Lacedaemon,,P
lacerative,,P
lachrymal,,B
lachrymator,,A
lachrymatory,,l'akrIm@tori:
lachrymosity,,B
Ladoga,,l'AdQg@
Lafayette,,lafi:'Et
la,,l'A
Lala,,B
lall,,P
Lally,,D
lamellate,,l@m'EleIt
lamellibranch,,P
lamellicorn,,l@m'ElIkO:rn
lamelliform,,l@m'ElI#fO:rm
lamellirostral,,P
lamellose,,P
L'Amour,,D
Lancashire,,l'aNk@S@`
Lancaster,,P
lancet,,B
lanose,,P
Laodicea,,leIQdIs'i:@
Laos,,P
larcenous,,A
largess,,P
larynges,,P
laryngological,,B
Lassen,,D
laureate,,l'Qri:@t
laure,,D
laurel,,l'Qr@l
laurent,,D
lavatory,,A
Lawes,,D
lawine,,D
lawks,,B
Lawrentian,,B
Lazaro,,D
lb,,D
leacock,,D
leaded,,l'Ed@d
leaming,,D
Lecce,,l'EtSE
lecythus,,B
legator,,P
legerdemain,,P
legislative,,P
legitimism,,P
Legree,,D
Leibnizian,,P
Leibniz,,l'aIbnIts
leisure,,A
lekythos,,l'Ek@TQs
Lely,,D
leman,,B
L'Enfant,,D
leniency,,B
lenticel,,l'EntIsEl
Leoncavallo,,D
Leopoldo,,D
lepidolite,,P
lepidoptera,,P
lepidopterist,,P
leptocephalic,,P
Lessing,,D
lethiferous,,P
levator,,P
Levesque,,D
Liaotung,,lj'aUdO:N
Liaoyang,,lj'aUjAN
Lias,,P
Liassic,,P
Libau,,P
Libava,,B
libertinage,,P
library,,A
licentious,,B
lichenoid,,P
lichenology,,P
lichenose,,P
lichenous,,P
Lidice,,P
lienal,,P
lien,,P
Lilienthal,,D
Lille,,P
liman,,lIm'An
lineamental,,P
linearity,,P
linear,,P
lineate,,P
lineation,,P
li,,P
lipolysis,,lIp'QlIsIs
liposuction,,l'Ip@sVkS@n
lipotropism,,lIp'Qtr@pIz@m
listeriosis,,P
litigable,,l'ItIg@b@l
liturgiology,,lIt3:dZi:'Ql@dZi:
lituus,,P
Litvak,,B
livre,,P
Ljubljana,,P
loaiasis,,P
lobose,,P
Locarno,,lQk'ArnoU
locomobility,,loUk@#moUb'IlIti:
loessial,,l'oUEsi:@l
loess,,P
Loiret,,P
lollapalooza,,P
longies,,P
loos,,D
L'Oreal,,D
lorgnette,,P
Lorient,,lO:rj'An
Lotze,,D
Louella,,lu:'El@
lough,,l'Qk
Lourdes,,l'Urd
LP,,D
LSD,,D
luces,,P
Luciano,,D
Lucien,,D
luffa,,l'u:f@
Lufthansa,,D
Lulea,,l'u:lEO:
luminesce,,P
luny,,P
luscious,,B
Luxembourg,,B
luxuriance,,P
luxuriant,,P
luxuriate,,P
luxurious,,P
luxury,,B
lxi,,D
Lyautey,,D
Lycaonia,,P
Lycian,,P
Lycia,,P
lymphadenopathy,,B
lymphocytosis,,B
Lyonnais,,D
Lyon,,P
Lysistrata,,P
ma'am,,P
macaque,,m@k'ak
macaw,,m@k'O:
machicolate,,m@tS'IkQleIt
Machmeter,,P
macrocephaly,,P
Macy,,D
madre,,D
madres,,D
magisterial,,P
magnetometer,,magnIt'Qm@t@`
magnetosphere,,magn'i:t@sfi@
magnetostrictive,,P
Magritte,,D
maharajah,,P
mahatma,,P
Mahayana,,P
Mahayanist,,P
makar,,m'Ak@`
Makhachkala,,P
Malayalam,,P
Malay,,P
Mallory,,D
malt,,m'O:lt
maltose,,P
managerial,,manIdZ'i:ri:@l
manatee,,P
manatoid,,D
manat,,P
mandatary,,P
mandate,,m'andeIt
Manfred,,D
manganate,,P
mange,,P
mangold,,B
mangosteen,,m'aNg@sti:n
manifestation,,B
mani,,P
Manis,,D
mann,,D
mannose,,P
mano,,B
Manolete,,D
manubrium,,m@n'U:bri:@m
maquiladora,,ma#ki:l@d'O:r@
maquila,,ma#k'i:l@
maqui,,P
maquis,,P
maras,,D
marathon,,m'ar@TQn
Marcan,,P
marcel,,A
Marcelino,,D
marcella,,A
Marcellus,,P
Marcelo,,D
Marche,,P
marchese,,P
Marci,,D
Mariana,,m'e@i:an@
marin,,D
Marinduque,,P
markhor,,P
Markoff,,m'ArkQf
Marlon,,P
marmot,,P
marquisate,,P
marquise,,P
martineau,,D
martingale,,P
masculinity,,maskj@l'InIti:
Massachusetts,,B
Massey,,D
materialistic,,m@#ti:ri:@l'IstIk
materiality,,ma#ti:ri:'alIti:
Matisse,,P
matrice,,P
matrimony,,m'atrI#moUni:
matrix,,B
matronal,,P
maturity,,B
matza,,m'Ats@
matzoh,,m'Ats@
matzo,,m'Ats@
matzoth,,P
maul,,B
Maulmain,,P
maya,,P
Mayence,,P
Mayenne,,P
mazurka,,P
McIntosh,,m'akIntQS
McNamara,,P
meconium,,P
Medawar,,D
mediative,,P
mediatize,,P
mediatory,,P
medicine,,m'EdIsIn
Megaera,,P
megalocardia,,P
megalomaniacal,,P
megalomaniac,,P
megalomania,,P
megillah,,P
megilp,,P
megrim,,P
melamed,,mElam'Ed
Melanesia,,mEl@n'i:Z@
meliorate,,P
melioration,,P
meliorative,,P
meliorism,,m'i:lj@`i:z@m
Melos,,m'ElQs
membranous,,P
menorah,,m@n'or@
Mentholatum,,D
Menzies,,P
mesalliance,,P
Mesozoic,,P
Messiaen,,D
messieurs,,P
mestizo,,P
metage,,P
metallurgy,,m'Etal3:dZi:
metastasize,,P
metathesis,,m@t'aT@sIs
meteorital,,P
meteorite,,m'i:ti:@`aIt
meteorograph,,P
meteorological,,mi:ti:@`@l'QdZIk@l
methylene,,m'ET@li:n
Meyer,,P
micrometer,,maIkr'QmIt@`
micropolis,,maIkr'Qp@lIs
microsporous,,P
mien,,P
migratory,,m'aIgr@tori:
mildew,,m'IldU:
military,,P
milliampere,,mIlI'ampi:r
milliary,,P
million,,P
millionth,,P
miniature,,m'Ini:@tS@`
ministeria,,mInIst'i@i:@
minivet,,m'InI#vEt
mino,,D
Minotaur,,m'In@tO:r
minute,aj,maIn'U:t
miosis,,P
miotic,,maI'QtIk
miraculous,,mIr'akj@l@s
mischief,,B
mischievous,,B
mises,,mi:z@z
Miskolc,,P
misoneism,,P
Missourian,,P
Misti,,P
mneme,,P
mnemic,,P
mnemon,,P
mnemotechnics,,P
mobil,,D
mobilization,,P
moderate,,P
modularity,,mQdZ@l'arIti:
modulate,,m'QdZ@leIt
module,,P
Moet,,D
Mohamed,,B
moi,,D
Moldova,,mO:ld'oUv@
molecular,,m@l'Ekj@l@`
molecule,,m'Ql@kju:l
Moltke,,D
monades,,P
mong,,m'VN
monitress,,m'QnItr@s
monochromate,,D
monochromat,,P
monocotyledonous,,mQn@#kQt@l'i:d@n@s
Monongahela,,P
monophthongal,,P
monophthong,,P
monopolize,,P
monosomic,,P
monostichous,,mQn@st'Ik@s
monostich,,P
monothelite,,P
monotonic,,mQn@t'QnIk
Montcalm,,P
Montefiascone,,P
Monteux,,D
Montreal,,B
mony,,m'QnI
morainal,,P
morality,,A
morgenstern,,m'O:rg@nst@`n
morphology,,mO:rf'Ql@dZi:
mortal,,A
mortgagee,,mO:rgIdZ'i:
morula,,m'O:rUl@
Mosaical,,P
mosaicist,,P
mosaic,,P
mosey,,P
mot,,P
Motrin,,m'oUtrIn
Moulmein,,P
mouse,v,m'aUz
mouth,v,P
Mozartean,,moUts'Arti:@n
mozzarella,,P
mozzetta,,P
mozzette,,moUz'EtE
Msgr,,D
mucigen,,mj'u:sIdZ@n
Mugabe,,P
Muhammadan,,mUh'am@d@n
multimeter,,P
multiplicate,,m'VltIplIkeIt
multivocal,,m@lt'IvQk@l
muni,,P
muppet,,B
musicale,,P
Musil,,D
muti,,m'Uti:
myelencephalon,,P
myelin,,m'aI@lIn
mythology,,B
na,,B
nah,,B
naive,,P
naivete,,P
nana,,n'an@
naos,,n'eIQs
naphthenic,,P
narceine,,P
narcotic,,nArk'QtIk
Navajo,,n'av@hoU
nawab,,P
Nazism,,n'AtsIz@m
N'Djamena,,@ndZAm'eInA
nebulize,,P
nebulosity,,nEbj@l'QsIti:
necessarian,,nEs@s'e@i:@n
necessarily,,nEs@s'e@I#li:
necessitous,,P
necklace,,n'EklIs
nectareous,,P
nectarine,,P
nectarous,,P
nefarious,,P
Negrillo,,P
Negrito,,P
negritude,,n'EgrItU:d
nematic,,P
Nembutal,,n'Embj@tO:l
neologize,,ni:'Ql@dZaIz
Neoptolemus,,ni:Qpt'Ql@m@s
neostigmine,,P
neoteny,,P
neoterism,,ni:'Qt@`Iz@m
nepenthe,,B
nephelinite,,n'Ef@lI#naIt
nereid,,n'i@i:Id
Nero,,P
neurilemma,,nU:r@l'Em@
neurofibromatosis,,nU:rQfaIbroUm@t'oUsIs
neuroleptic,,nU:rQl'EptIk
neuropathy,,nU:r'Qp@TI
neuropteran,,nU:r'Qpt@r@n
neurotrophy,,nU:r'Qtr@fi:
neurotropism,,nU:r'Qtr@pIz@m
Newcomen,,D
Newfoundland,,n'U:f@ndland
Nicaragua,,P
Nicolas,,P
nihil,,D
n'importe,,D
nitro,,B
nitrogenous,,P
nitrosamine,,B
Nivernais,,P
Noachic,,noU'akIk
Noah,,P
nodose,,P
nolan,,D
nomenclatorial,,noUm@nkl@t'ori:@l
nomenclator,,P
nomenclatural,,P
nomenclature,,P
nomology,,P
nonagon,,n'Qn@gQn
nonary,,n'Qn@ri:
nonet,,P
nor'easter,,nO:r'i:st@`
norite,,B
noritic,,B
normalcy,,P
normality,,P
normalization,,P
normalize,,P
normal,,P
Normand,,D
Normandy,,P
norman,,P
novella,,B
nowt,,B
nuance,,n'U:Ans
nuclear,,n'U:kli:@`
nucleon,,n'U:kli:Qn
nuclide,,n'U:klaId
nuclidic,,nU:kl'IdIk
nudibranch,,n'U:dI#braNk
nugae,,D
nuisance,,n'U:s@ns
nuptial,,B
nutria,,n'U:tri:@
nutrient,,n'U:tri:@nt
nutrilite,,n'U:trI#laIt
nutrimental,,nU:trI#m'Ent@l
nutriment,,n'U:trI#m@nt
nutritional,,nU:tr'IS@n@l
nutrition,,nU:tr'IS@n
nutritious,,nU:tr'IS@s
nutritive,,n'U:trItIv
nyctitropism,,P
Nyerere,,D
nylghau,,n'IlgO:
OAS,,D
Oberammergau,,P
obese,,P
oblatory,,'Qbl@tori:
obligable,,'QblIg@b@l
obligatory,,A
obliterative,,P
observation,,P
obsolesce,,P
Ochoa,,D
ochs,,D
octameter,,P
octantal,,P
octavalent,,P
octaval,,P
oculist,,'Qkj@lIst
oculomotor,,P
ODed,,O
oerlikon,,P
ohm,,P
Okhotsk,,oUk'Qtsk
Okinawans,,oUkIn'Awa#nz
oleaginous,,P
olen,,D
oligarch,,'QlIgArk
one,,A
Oneal,,D
ontogenetic,,P
onychia,,P
oogamous,,oU'Qg@m@s
oology,,oU'Ql@dZi:
opalesce,,P
optimization,,QptI#m@z'eIS@n
optometric,,QptQm'EtrIk
orache,,'Qr@tS
orach,,P
orangeade,,P
orange,,B
orangery,,P
orang,,P
orangutan,,P
orate,,P
oratorian,,P
oratorical,,Qr@t'orIk@l
oratorio,,Qr@t'ori:oU
oratory,,'Qr@tori:
oratress,,P
orchestrate,,'O:rk@streIt
ordinaire,,P
ordinate,,'O:rd@nIt
Ordzhonikidze,,P
oreide,,'ori:aId
organization,,P
organoleptic,,O:rg@n@l'EptIk
organometallic,,P
organotherapy,,P
organum,,P
organzine,,P
orientation,,B
Oriente,,P
orient,,'ori:Ent
originative,,@`'IdZI#neItIv
Orion,,@`'aI@n
Oriya,,P
Orjonikidze,,P
orogenetic,,P
orthogonality,,O:rTQg@n'alIti:
orthopteran,,O:rT'Qpt@`@n
orthopteron,,O:rT'Qpt@`Qn
orthotropism,,O:rT'Qtr@pIz@m
Oruro,,B
Osage,,P
oscillatory,,'QsI#l@tori:
Ossetia,,B
ossia,,P
osteitis,,P
osteomalacia,,P
osteomyelitis,,P
osteopath,,P
otic,,P
Ottawa,,'Qt@w@
Ouachita,,w'QSItO:
outta,,'aUt@
overslaugh,,A
ovoviviparous,,P
oxidasic,,P
Oxnard,,'QksnArd
oxytetracycline,,QksItEtr@s'aIklIn
Ozark,,P
Paar,,D
pachydermatous,,P
paddymelon,,P
paeon,,P
pah,,B
Paiute,,paI'u:t
pakeha,,pAk'i:hA
Palaeozoic,,P
palanquin,,P
palatalized,,P
palatal,,P
palate,,P
Palawan,,P
paleate,,P
paleethnologic,,P
paleethnology,,P
Palenque,,P
paleography,,peIli:'Qgr@fi:
paleontographic,,peIli:Qnt@gr'afIk
paleontography,,peIli:Qnt'Qgr@fi:
palliative,,P
palm,,B
Palmira,,P
Palmolive,,D
palomino,,P
palsy,,B
palter,,p'O:lt@
paltry,,A
palynology,,pal@n'Ql@dZi:
pamphlet,,p'amflIt
pancratium,,P
Pankhurst,,D
Pantelleria,,P
paolo,,p'AQloU
paparazzo,,A
Papen,,D
papistic,,B
papyrological,,pa#paIr@l'QdZIk@l
paraboloid,,P
paradisal,,P
paradisiacal,,P
paradisiac,,par@:d'Isi:ak
paragon,,p'ar@gQn
paramo,,B
paramorphism,,P
parenthetical,,par@nT'EtIk@l
paresthesia,,P
Pareto,,D
parget,,P
parhelic,,P
parhelion,,P
parietal,,P
Parkman,,D
parol,,P
parsimony,,P
parsonic,,pArs'QnIk
parterre,,P
parthenogenetic,,P
Parthenope,,P
partiality,,A
particulate,,p@`t'Ikj@lIt
pascal,,P
paschal,,p'ask@l
Pasch,,P
pascual,,D
pasteurism,,P
pasteurization,,P
pasteurize,,p'astS@`aIz
pastose,,P
pathogenetic,,P
Patmos,,P
patriarchal,,peItri:'Ark@l
patriarch,,P
patriotic,,P
patriot,,P
patulous,,P
Pauling,,D
paviser,,D
Pavlovian,,P
pavone,,P
Pavo,,p'eIvoU
pawky,,B
pawl,,B
paysage,,D
paysagist,,D
pc,,D
PCs,,O
pean,,B
pecan,,B
pedal,,B
pedant,,B
pedicellar,,P
pedobaptism,,pEdoUb'aptIz@m
pedobaptist,,pEdoUb'aptIst
pedodontia,,pEd@d'QnS@
pedodontist,,pEd@d'QntIst
pedology,,P
Pelasgian,,P
Pelasgi,,P
penetrate,,B
penetration,,B
penetrative,,P
penicillate,,P
penicillin,,P
pennoncel,,P
penology,,P
pensee,,P
pentagon,,p'Ent@gQn
pentagram,,P
pentameter,,P
pentose,,P
Pentothal,,p'Ent@TO:l
Pepys,,P
perambulatory,,p@`'ambj@l@tori:
perdue,,P
perdu,,P
perdure,,p@`d'U:r
pereion,,p@`'aIQn
pereira,,p@`'e@@
pere,,p'e@
Perez,,p'ErIts
perfume,v,P
periclase,,p'ErIkleIs
Pericles,,p'ErIkli:z
periclinal,,pErIkl'aIn@l
pericline,,p'ErIklaIn
perigean,,B
perigone,,p'ErIgoUn
perilous,,P
perinatal,,B
perineural,,pErI#n'U:r@l
periodate,,P
periodical,,pi:ri:'QdIk@l
periodic,,pi:ri:'QdIk
periodization,,B
periodontal,,P
periodontia,,P
perionychia,,P
perionychium,,P
periosteum,,pEri:'Qsti:@m
periostitic,,pEri:Qst'ItIk
periostitis,,pEri:Qst'aItIs
periostracum,,pEri:'Qstr@k@m
periotic,,P
peripeteia,,pErIpIt'aI@
periphrase,,p'ErI#freIz
periphrastic,,P
perique,,P
perispomenon,,pErIsp'oUm@nQn
permalloy,,P
permute,,P
Pernik,,P
peroneal,,P
perone,,D
Peron,,p@`'oUn
peroxidic,,p@`Qks'IdIk
Perrin,,D
persecution,,B
perseity,,P
Persepolis,,p@`s'Ep@lIs
perseverate,,p@`s'Ev@`eIt
personal,,B
personate,,B
personify,,p@`s'QnI#faI
peseta,,P
Peshawar,,P
petrosal,,P
petuntse,,P
phaeomelanin,,P
phalansterian,,P
phalanstery,,P
Phanerozoic,,P
pharmacodynamics,,P
pharmacognosy,,P
pharmacological,,fArma#k@l'QdZIk@l
phenacaine,,P
phenacetin,,f@n'asItIn
phenacite,,P
phenanthrene,,P
phenazine,,P
phenetidine,,P
phenformin,,P
phenix,,f'i:nIks
phenmetrazine,,P
phenobarbital,,P
phenocryst,,P
phenolated,,f'i:n@leIt@d
phenolic,,fIn'QlIk
phenological,,P
phenol,,P
phenomenal,,fIn'Qm@n@l
phenomenon,,fIn'Qm@nQn
phenyl,,P
Philae,,P
Phocaea,,P
Phoenicia,,P
phonasthenia,,P
phonate,,P
phonation,,P
phonatory,,P
phonautograph,,foUn'O:t@graf
phonographic,,P
phosphoric,,B
phototropism,,foUt'Qtr@pIz@m
phraseological,,P
phraseology,,freIzi:'Ql@dZi:
phreatic,,P
phreatophyte,,P
phrenitic,,D
phrenology,,P
Phrygia,,P
physician,,B
phytogeographical,,faItoUdZi:Qgr'afIk@l
phytogeography,,P
phytohormone,,P
Piave,,P
pibroch,,P
Picard,,P
picayune,,P
piccolo,,P
picrite,,P
Piemonte,,D
pierrot,,pi:@`'oU
pieta,,pi:eIt'A
pietas,,P
pietism,,p'aIItIz@m
piet,,P
piety,,p'aIIti:
Pilate,,P
pileate,,P
pilei,,P
pileous,,P
pilus,,P
Pinter,,D
pirate,,B
piratical,,P
pirouette,,P
pirouettes,,P
piscatory,,A
Piscean,,P
piste,,P
pituitary,,pIt'U:ItEri:
pityriasis,,pIt@`'aI@sIs
placative,,A
placatory,,A
plaid,,P
planet,,B
planisphere,,pl'anIsfi@
plano,,P
plasmapheresis,,B
Plato,,P
platycephalic,,P
plaza,,B
plectognathous,,P
pleochroic,,P
pleonal,,P
pleon,,pl'i:Qn
pneuma,,n'U:m@
pneumaticity,,nU:m@t'IsIti:
pneumatic,,nU:m'atIk
pneumatograph,,nU:m'at@graf
pneumatologic,,nU:mat@l'QdZIk
pneumatology,,nU:m@t'Ql@dZi:
pneumatometer,,nU:m@t'QmIt@`
pneumatophore,,nU:m'at@for
pneumectomy,,nU:m'Ekt@mi:
pneumococcus,,nU:m@k'Qk@s
pneumoconiosis,,nU:m@koUni:'oUsIs
pneumocystis,,nU:moUs'IstIs
pneumodynamics,,nU:moUdaIn'amIks
pneumoencephalogram,,nU:moUEns'Ef@l@gram
pneumogastric,,nU:m@g'astrIk
pneumographic,,nU:m@gr'afIk
pneumograph,,n'U:m@graf
pneumonectomy,,nU:m@n'Ekt@mi:
pneumonia,,nU:m'oUni:@
pneumonic,,nU:m'QnIk
pneumonitis,,nU:m@n'aItIs
pneumothorax,,nU:m@T'oraks
poet,,B
polariscope,,P
politic,,p'QlItIk
polka,,p'oUlk@
Pollaiuolo,,D
polyarchy,,p'Qli:Arki:
polycarpic,,pQlIk'ArpIk
polyglot,,B
polygraphist,,p@l'IgrafIst
polymerism,,P
polymerization,,B
polymerize,,B
polymer,,p'QlIm@`
polymorphic,,pQlIm'O:rfIk
polymorphism,,pQlIm'O:rfIz@m
polymorphonuclear,,pQlImO:rf@n'U:kli:@`
polymorphous,,pQlIm'O:rf@s
polyzoic,,pQlIz'oUIk
pomegranate,,p'QmIgranIt
pomological,,P
pomology,,P
pontine,,p'QntaIn
pontlevis,,pQntl'EvIs
popliteal,,P
popliteus,,P
popularity,,pQpj@l'arIti:
populist,,p'Qpj@lIst
porch,,p'ortS
porcupine,,P
porphyria,,P
porphyrin,,P
porphyritic,,P
porphyroid,,P
porphyry,,P
porpoise,,P
portrait,,P
portrayal,,A
portrayals,,A
posada,,poUs'AD@
posit,,p'QzIt
positron,,p'QzItrQn
poss,,D
posterior,,pQst'i@ri:@`
postliminy,,P
postulation,,pQstS@l'eIS@n
potation,,P
Potawatomi,,pQt@w'Qt@mi:
PowerPC,,O
precentorial,,prIsEnt'ori:@l
precessional,,P
precession,,P
precess,,P
precieux,,P
predatory,,A
predestinate,,P
predicate,n,pr'EdIkIt
preempt,,B
prejudicial,,prEdZ@d'IS@l
premiere,,prIm'i@
premier,,prIm'i@
preparatory,,A
presbyteral,,P
presbyterate,,P
presidential,,B
preside,,prIz'aId
pres,,pr'Ez
presumptive,,prIz'VmptIv
pretermission,,P
preternatural,,P
pretorial,,P
pretzel,,B
prevarication,,B
primigravida,,praImIgr'avId@
privacy,,A
privateer,,praIv@t'i@
privatize,,B
procarp,,pr'QkArp
proceleusmatic,,prQs@lu:sm'atIk
proctoscope,,pr'QktQskoUp
producible,,pr@d'U:s@b@l
proenzyme,,P
professoriate,,proUf@s'ori:It
profuse,,P
prognoses,,P
prognosticative,,prQgn'QstI#keItIv
prohibitive,,P
prohibitory,,P
prohibit,,P
projectile,,pr@dZ'EktIl
prokaryote,,proUk'ari:oUt
Prokofiev,,pr@k'O:fi:@v
Prokopyevsk,,prQk'O:pj@fsk
prolactin,,P
prolamine,,P
prolamin,,P
prolan,,P
prolapse,,proUl'aps
prolate,,P
prolation,,P
proletarian,,P
proletariat,,P
proletary,,P
prolusion,,B
promiscuous,,B
promissory,,pr'Qm@sori:
promycelium,,P
pronaos,,proUn'eIQs
pronate,,P
pronation,,P
pronotum,,P
Pronuba,,D
pronucleus,,proUn'U:kli:@s
propaedeutic,,proUpId'U:tIk
prophesy,,pr'Qf@saI
proportionate,,P
proprietorial,,pr@#praI@t'ori:@l
propylaeum,,P
propylene,,A
propylic,,P
propyl,,P
prosaicism,,P
prosaist,,proUz'eIIst
prosect,,P
prosecute,,B
proselyte,,pr'Qs@laIt
proselytize,,pr'Qs@lItaIz
Proserpina,,P
Proserpine,,P
prosify,,P
prosimian,,P
prosit,,P
proteinaceous,,proUti:n'eIS@s
proteinase,,P
proterozoic,,prQt@`@z'oUIk
protestation,,prQtEst'eIS@n
protest,,B
prothallus,,P
prothorax,,proUT'oraks
prothrombin,,P
protistan,,P
protistology,,P
protist,,P
protonic,,P
protonotary,,proUt'Qn@tEri:
protostelic,,P
protractile,,P
Proust,,P
Provencale,,prQv@ns'Al
Provencal,,prQv@ns'Al
Provence,,pr@v'Ans
provitamin,,P
Prus,,D
Pryor,,D
psalm,,B
psalmodic,,B
pseudepigrapha,,P
pseudonymous,,su:d'QnI#m@s
pseud,,s'u:d
pshaw,,S'O:
psychedelic,,B
psychographer,,saIk'Qgr@f@`
psychopathist,,saIk'Qp@TIst
puberulent,,P
puberulous,,pju:b'Erj@l@s
puerility,,P
puerperal,,P
puerpera,,P
pugnacious,,B
pulpiteer,,P
pulpit,,P
pulpitum,,P
purgatory,,A
purificator,,pj'UrI'fI#keIt@`
purport,v,P
purveyance,,P
purvey,,P
pustule,,p'VstSUl
pustulous,,p'VstS@l@s
Pyongyang,,pj'QNjaN
pyramidon,,P
pyramid,,P
pyrogallol,,paIr@g'alO:l
pyrology,,P
quadragenarian,,kwQdr@dZ@n'e@i:@n
quadrantal,,kwQdr'ant@l
quadrantes,,kwQdr'anti:z
quadriceps,,kw'QdrIsEps
quadrilingual,,kwQdrI#l'INgw@l
quadrille,,kwQdr'Il
quadripartite,,kwQdr@p'ArtaIt
quadrireme,,kw'Qdr@`i:m
quadrisect,,kw'QdrIsEkt
quadrivalent,,kwQdrI#v'eIl@nt
quadrupedal,,kwQdr'u:pId@l
quadruped,,kw'QdrUpEd
quahog,,kw'AhQg
qua,,kw'A
quale,,kw'Ali:
quamash,,kw'QmaS
quant,,A
quarantine,,kw'Qr@nti:n
quarrian,,B
quartic,,A
quasi,,B
quatrain,,kw'QtreIn
quean,,P
Quebec,,B
Quebecer,,P
Quebecois,,keIbEkw'A
Quechua,,P
Que,,P
querida,,D
querist,,P
query,,P
Quesnay,,D
quetzal,,B
quina,,D
quinary,,P
quinate,,P
quinoa,,ki:nwA
quinquagenarian,,P
quintain,,P
quinta,,k'i:ntA
Quintero,,D
quintessence,,P
qu,,kw
quorate,,B
rabato,,B
rabies,,P
racemate,,reIs'i:meIt
raceme,,P
racemic,,reIs'i:mIk
racemiform,,P
radiative,,P
Radom,,r'AdO:m
Rafael,,D
rai,,B
Ramakrishna,,P
Ramayana,,P
Ramon,,B
ramose,,P
rampage,v,P
raphide,,P
rapprochement,,raproUSm'An
rascal,,B
ratan,,P
ratchet,,B
rato,,D
Raul,,P
Rawalpindi,,rAw@lp'Indi:
rawin,,P
razee,,P
real,,B
rebarbative,,P
rebar,,r'i:bAr
rebop,,r'i:bQp
recalesce,,rIk@l'Es
receptivity,,rIsEpt'IvIti:
receptor,,A
recessive,,B
recess,,P
recital,,B
reclame,,reIkl'Am
recombinant,,rIk'QmbI#n@nt
recommendation,,rEk@#mEnd'eIS@n
reconnaissance,,rIk'Qn@s@ns
reconnoiter,,rIk@n'OIt@`
recon,,rIk'Qn
recourse,,rIk'O:rs
recrudesce,,rIkru:d'Es
recuperate,,rIk'U:p@`reIt
redon,,D
reducible,,rId'U:s@b@l
redux,,B
reflectivity,,rIflEkt'IvIti:
reflectometer,,rIflEkt'QmIt@`
reflet,,P
reflexive,,B
reflexivity,,rIflEks'IvIti:
reflex,v,rIfl'Eks
refractive,,B
refractivity,,B
refractometric,,rIfrakt@m'EtrIk
refusal,,rIfj'u:z@l
refusenik,,P
reges,,r'i:dZi:z
regie,,D
regression,,B
regressive,,B
regulable,,P
regula,,r'Egj@l@
regularity,,rEgj@l'arIti:
regular,,P
regulate,,P
regulation,,rEgj@l'eIS@n
regulative,,P
regulator,,P
regulatory,,r'Egj@l@tori:
regulo,,P
rehabilitation,,rIha#bIl@t'eIS@n
rehabilitative,,rIh@b'IlI#teItIv
reist,,r'i:st
reit,,D
relativistic,,P
religieux,,D
reliquary,,r'ElIkwEri:
remediable,,rIm'i:dIEb@l
remit,,rIm'It
Rene,,P
Reni,,D
Renoir,,D
renunciant,,rIn'Vnsi:@nt
reny,,D
repatriate,n,rIp'atri:It
repertory,,r'Ep@`tori:
repository,,rIp'QzItori:
reprobate,,r'Epr@beIt
reprography,,rIpr'Qgr@fi:
reputable,,r'Epj@t@b@l
requital,,P
resemblance,,rIz'Embl@ns
residential,,B
resile,,rIz'aIl
resinify,,rEz'InI#faI
resinoid,,r'EzI#nOId
resinous,,r'EzI#n@s
resistivity,,rIzIst'IvIti:
resoluble,,rIz'Qlj@b@l
resorb,,rIs'O:rb
resorcinol,,rIz'O:rsInO:l
resorcin,,rIz'O:rsIn
resorption,,rIs'O:rpS@n
resorptive,,P
resource,,r'i:sors
respiratory,,rIsp'aIr@torI
restitutory,,rEstIt'U:t@`i:
retentivity,,rItEnt'IvIti:
rete,,P
retiracy,,rIt'aIr@si:
retiral,,rIt'aIr@l
retiree,,rItaIr'i:
retort,,A
retrad,,B
retrogress,,rEtr@gr'Es
returnee,,rIt3:n'i:
Reva,,D
Reval,,P
revertible,,B
revisal,,P
revisory,,P
revitalization,,B
Rheinland,,D
rheotropism,,ri:'Qtr@pIz@m
rhetorical,,rIt'QrIk@l
rhodies,,D
rhody,,D
rial,,ri:'O:l
ribose,,P
ricercare,,P
ricercar,,P
Rigi,,P
rikisha,,r'IkSO:
rimose,,r'aImoUs
rimu,,P
riva,,D
rivas,,D
riviere,,B
robustious,,P
rocket,,B
rocketry,,B
roentgenology,,P
roentgenotherapy,,P
roentgen,,r'Entg@n
Rosanne,,P
rosaria,,roUz'e@i:@
rosarium,,P
rosette,,B
Rothermere,,D
Roubaix,,P
rouen,,P
roue,,P
Rourke,,D
rowe,,D
Ruhr,,P
rumbustious,,P
Rusin,,D
Rwanda,,rU'And@
ryal,,B
Saar,,z'Ar
sabbat,,P
sabir,,s@b'i@
sabot,,s'aboU
saccharide,,P
